,expected,within,between,unexpected,constraint
0,0.43326357,0.3848534,0.39600822,0.3182025,H
1,0.38920686,0.3469377,0.3900158,0.49035278,H
2,0.4679905,0.42008075,0.4009836,0.41037092,H
3,0.42464072,0.40473026,0.4041091,0.4289147,H
4,0.4258346,0.46483532,0.39912266,0.57020235,L
5,0.6110763,0.52969295,0.615733,0.4110088,L
6,0.38632855,0.4605604,0.36049235,0.41530982,L
7,0.4835229,0.42850783,0.35876653,0.35823,L
8,0.72055835,0.64431536,0.7018622,0.6009141,L
9,0.53699493,0.5703385,0.42663774,0.41351524,H
10,0.51160526,0.68322456,0.6522525,0.46201846,H
11,0.6166331,0.4463374,0.52108705,0.44273752,H
12,0.4983375,0.51433843,0.5273491,0.41055351,H
13,0.5777718,0.5145445,0.40802556,0.5153776,L
14,0.3285206,0.54067254,0.5245039,0.24600008,H
15,0.65273064,0.4396526,0.50102496,0.31457466,H
16,0.33324823,0.39389554,0.52481884,0.43356052,L
17,0.4062772,0.383835,0.5342671,0.5267111,L
18,0.5212396,0.50379235,0.3786604,0.44868895,H
19,0.5819683,0.53184336,0.35347235,0.41690257,L
20,0.591217,0.5167341,0.49511293,0.39750457,H
21,0.48406538,0.4703866,0.51411396,0.34248376,L
22,0.48826048,0.3461537,0.3803041,0.42662302,H
23,0.44495848,0.59242827,0.49822488,0.49225292,L
24,0.6280074,0.627857,0.52739966,0.50012493,H
25,0.5971108,0.5738071,0.5097594,0.57324326,L
26,0.5713029,0.50875056,0.5686716,0.5904138,H
27,0.40956262,0.44442,0.49305665,0.4798386,L
28,0.5778118,0.44209233,0.43245807,0.42568797,L
29,0.45574892,0.57223076,0.45993882,0.47867078,H
30,0.5889392,0.4547068,0.6212636,0.46197584,H
31,0.47112536,0.49680567,0.3801112,0.46860033,H
32,0.47976708,0.45447856,0.41182902,0.38551527,L
33,0.48402596,0.504427,0.4686288,0.4662622,L
34,0.41971093,0.38618222,0.41589865,0.23159087,H
35,0.4816874,0.45083812,0.4051293,0.4596162,H
36,0.31979942,0.42661884,0.45617718,0.310081,L
37,0.5315355,0.32216203,0.47066772,0.3328575,L
38,0.51214564,0.43120202,0.34725904,0.4157814,L
39,0.48917055,0.48417187,0.49024075,0.33415273,H
