,expected,within,between,unexpected,constraint
0,0.29083726,0.18865038,0.20807631,0.03721696,H
1,0.22988804,0.3420035,0.2405359,0.15251851,H
2,0.3440496,0.32125303,0.2934886,0.22272713,H
3,0.18078585,0.18821199,0.23905613,0.15817966,H
4,0.17229892,0.29533532,0.3416552,0.16423462,L
5,0.1895525,0.120003134,0.36211613,0.11395883,L
6,0.15036069,0.18390015,0.10176549,0.15824816,L
7,0.3472125,0.18639456,0.12934533,0.09587234,L
8,0.20932344,0.15618819,0.13578883,0.124419026,L
9,0.13943818,0.10148892,0.07087026,0.03374605,H
10,0.20285025,0.27818277,0.2795732,0.121911615,H
11,0.13427964,0.0515557,0.12841178,0.12137542,H
12,0.2761849,0.34411088,0.29831862,0.19425678,H
13,0.31762013,0.23111954,0.16019875,0.161261,L
14,0.13456194,0.061038427,0.2410218,0.11445748,H
15,0.2583795,0.29422227,0.34248328,0.24568065,H
16,0.19261357,0.18950681,0.16608106,0.11432467,L
17,0.1260597,0.09223315,0.18531528,0.08082279,L
18,0.15870504,0.16736034,0.1153225,0.11974504,H
19,0.15750346,0.07456027,0.104093224,0.111447796,L
20,0.13345571,0.1848038,0.15005074,0.19831502,H
21,0.2713414,0.24751763,0.20132919,0.14448619,L
22,0.07854173,0.05944686,0.13106151,0.1193934,H
23,0.11838805,0.122514375,0.19826096,0.15864678,L
24,0.5382663,0.4650281,0.5430636,0.10209451,H
25,0.36828727,0.4451937,0.43965173,0.18470925,L
26,0.35299766,0.34902945,0.35229942,0.28799596,H
27,0.5215504,0.4704757,0.44933206,0.21789968,L
28,0.104289226,0.122168794,0.12202137,0.17987789,L
29,0.25393596,0.22258611,0.21391855,0.22955818,H
30,0.23418866,0.15100814,0.18684675,0.13871427,H
31,0.20795889,0.22584124,0.18891832,0.22088315,H
32,0.18823892,0.21988967,0.2600587,0.18461062,L
33,0.17419024,0.1373596,0.12241323,0.17812333,L
34,0.21031587,0.37708595,0.26770088,0.083862774,H
35,0.05414132,0.12059505,0.123441264,0.09874508,H
36,0.23678799,0.22211201,0.23384795,0.29341033,L
37,0.14091396,0.14793243,0.23469873,0.20335728,L
38,0.29745463,0.26624742,0.2919888,0.19205013,L
39,0.21764034,0.21600536,0.09649059,0.08943041,H
