,expected,within,between,unexpected,constraint
0,0.11196011,0.08789494,0.20993066,0.023133546,H
1,0.042583533,0.18413174,0.2153328,0.09735556,H
2,0.41500953,0.32962233,0.104668,0.028986763,H
3,0.20800498,0.18604404,0.16697307,0.07824017,H
4,0.28105304,0.26000944,0.14891323,0.16557145,L
5,0.29912603,0.1681846,0.35740203,0.107564524,L
6,0.013492862,0.061487053,0.039032243,0.027333666,L
7,0.3539618,0.2306166,0.16512857,0.19139142,L
8,0.10232601,0.092607506,0.09287912,0.081807725,L
9,0.157126,0.19673024,0.0777712,0.055183355,H
10,0.24811581,0.26944625,0.2365183,0.14696999,H
11,0.1758624,0.12861104,0.095947914,0.08387042,H
12,0.24390416,0.2437654,0.18906535,0.118838385,H
13,0.24234591,0.18413736,0.12729785,0.13645677,L
14,0.13852556,0.19332682,0.1717779,0.08619979,H
15,0.23245502,0.18880434,0.25517413,0.10246388,H
16,0.12967815,0.16642073,0.10411903,0.07270744,L
17,0.15974012,0.13506587,0.15813309,0.12754397,L
18,0.12948436,0.1593841,0.12864213,0.118798524,H
19,0.0403622,0.036257457,0.09699344,0.09121287,L
20,0.16837783,0.16679613,0.024226747,0.15173522,H
21,0.14827202,0.123152904,0.16852726,0.021762343,L
22,0.1805476,0.08172354,0.17343634,0.11051995,H
23,0.0625263,0.14581603,0.047608547,0.026451895,L
24,0.38491875,0.30350158,0.3967156,0.04960696,H
25,0.23348235,0.27293977,0.2836548,0.15868936,L
26,0.24308802,0.14684744,0.18724954,0.22525966,H
27,0.23673585,0.22121488,0.19587183,0.20486668,L
28,0.20937753,0.2126629,0.23736648,0.16209492,L
29,0.30460352,0.15546468,0.2274415,0.21805294,H
30,0.23565122,0.17673013,0.17908387,0.16258101,H
31,0.2779946,0.2644544,0.30081463,0.1334602,H
32,0.051039036,0.14276887,0.10979554,0.049682032,L
33,0.18980505,0.103882656,0.112563044,0.15121335,L
34,0.03596151,0.031288013,0.1046636,0.036961257,H
35,0.09978245,0.18409345,0.13000144,0.041701406,H
36,0.02423557,0.048720773,0.03463026,0.1442187,L
37,0.108492255,0.07990464,0.14042948,0.13196969,L
38,0.22166692,0.08061478,0.10473396,0.114076525,L
39,0.18397899,0.00974465,0.02653648,0.004550324,H
